Prefix,Primary City,Company,County,Usage,Introduced
(763) 452-,"Minneapolis, MN",U.s. Link,Hennepin,Landline,4/27/11
(763) 458-,"Minneapolis, MN",Sprint Spectrum L.p.,Hennepin,Landline,8/20/00
(763) 461-,"Osseo, MN",Sprint Spectrum L.p.,Hennepin,Cell Number,10/27/09
(763) 463-,"Minneapolis, MN",Broadwing Communications,Hennepin,Landline,5/1/02
(763) 464-,"Minneapolis, MN",Sprint Spectrum L.p.,Hennepin,Cell Number,10/31/00
(763) 473-,"Wayzata, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 475-,"Wayzata, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 476-,"Wayzata, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 477-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 478-,"Hamel, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 479-,"Mound, MN",Citizens Telecom Co Mn-frontier Citizens Com-mn,Hennepin,Landline,6/13/00
(763) 482-,"Zimmerman, MN",Sprint Spectrum L.p.,Sherburne,Landline,8/20/00
(763) 486-,"Minneapolis, MN",Teleport Communications America,Hennepin,Landline,6/13/00
(763) 488-,"Osseo, MN",Embarq Minnesota DBA Centurylink,Hennepin,Landline,8/20/00
(763) 489-,"Minneapolis, MN",Ovation Communications Of Minnesota,Hennepin,Landline,10/31/00
(763) 493-,"Osseo, MN",Embarq Minnesota DBA Centurylink,Hennepin,Landline,6/13/00
(763) 494-,"Osseo, MN",Embarq Minnesota DBA Centurylink,Hennepin,Landline,6/13/00
(763) 496-,"Plymouth, MN",Onvoy,Hennepin,Landline,6/20/03
(763) 497-,"Osseo, MN",Embarq Minnesota DBA Centurylink,Hennepin,Landline,6/13/00
(763) 498-,"Osseo, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 500-,"Osseo, MN",Sprint Spectrum L.p.,Hennepin,Cell Number,3/22/11
(763) 502-,"Fridley, MN",Qwest Corporation,Anoka,Landline,6/13/00
(763) 503-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 504-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 505-,"Fridley, MN",Qwest Corporation,Anoka,Landline,6/13/00
(763) 506-,"Anoka, MN",Qwest Corporation,Anoka,Landline,6/13/00
(763) 507-,"Osseo, MN",Sprint Spectrum L.p.,Hennepin,Cell Number,11/2/09
(763) 509-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 512-,"Golden Valley, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 513-,"Golden Valley, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 514-,"Fridley, MN",Qwest Corporation,Anoka,Landline,6/13/00
(763) 515-,"Osseo, MN",Level 3 Communications,Hennepin,Landline,6/17/02
(763) 516-,"Minneapolis, MN",Mcimetro Access Transmission Services LLC,Hennepin,Landline,6/13/00
(763) 519-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 520-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 521-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 522-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 525-,"Golden Valley, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 526-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,4/14/06
(763) 528-,"Fridley, MN",Qwest Corporation,Anoka,Landline,6/13/00
(763) 529-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 531-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 533-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 535-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 536-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 537-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 540-,"Golden Valley, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 541-,"Golden Valley, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 542-,"Golden Valley, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 543-,"Golden Valley, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 544-,"Golden Valley, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 545-,"Golden Valley, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 546-,"Golden Valley, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 548-,"Minneapolis, MN",Centurylink Communications LLC,Hennepin,Landline,6/13/00
(763) 549-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 550-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 551-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 552-,"Cambridge, MN",Windstream Northstar - Min,Isanti,Landline,6/13/00
(763) 553-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 557-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 559-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 560-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 561-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 565-,"Minneapolis, MN",Wh Link,Hennepin,Landline,6/13/00
(763) 566-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 567-,"Minneapolis, MN",Mcimetro Access Transmission Services LLC,Hennepin,Landline,6/13/00
(763) 568-,"Minneapolis, MN",Cellco Partnership DBA Verizon Wireless,Hennepin,Landline,6/13/00
(763) 569-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 570-,"Osseo, MN",Sprint Spectrum L.p.,Hennepin,Cell Number,10/28/09
(763) 571-,"Fridley, MN",Qwest Corporation,Anoka,Landline,6/13/00
(763) 572-,"Fridley, MN",Qwest Corporation,Anoka,Landline,6/13/00
(763) 574-,"Fridley, MN",Qwest Corporation,Anoka,Landline,6/13/00
(763) 575-,"Osseo, MN",Wh Link,Hennepin,Landline,6/13/00
(763) 576-,"Anoka, MN",Qwest Corporation,Anoka,Landline,6/13/00
(763) 577-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 581-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/6/08
(763) 582-,"Golden Valley, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 585-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 586-,"Fridley, MN",Qwest Corporation,Anoka,Landline,6/13/00
(763) 587-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 588-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 591-,"Golden Valley, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 592-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 593-,"Golden Valley, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 595-,"Golden Valley, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 600-,"Minneapolis, MN",Neutral Tandem-minnesota,Hennepin,Landline,11/1/12
(763) 607-,"Minneapolis, MN",New Cingular Wireless PCS - IL,Hennepin,Landline,6/13/00
(763) 614-,"Minneapolis, MN",Mcimetro Access Transmission Services LLC,Hennepin,Landline,6/13/00
(763) 620-,"Osseo, MN",Sprint Spectrum L.p.,Hennepin,Cell Number,10/28/09
(763) 631-,"Princeton, MN",Windstream Northstar - Min,Mille Lacs,Landline,6/13/00
(763) 633-,"Minneapolis, MN",Windstream Northstar - Min,Hennepin,Landline,6/13/00
(763) 634-,"Princeton, MN",Qwest Corporation,Mille Lacs,Landline,6/13/00
(763) 635-,"Anoka, MN",Windstream Northstar - Min,Anoka,Landline,6/13/00
(763) 639-,"Minneapolis, MN",Aerial Communications,Hennepin,Cell Number,10/31/00
(763) 645-,"Cambridge, MN",Midcontinent Communications,Isanti,Landline,8/25/11
(763) 647-,"Minneapolis, MN",Tw Telecom Of Minnesota LLC,Hennepin,Landline,3/3/01
(763) 652-,"Osseo, MN",Sprint Spectrum L.p.,Hennepin,Cell Number,10/28/09
(763) 656-,"Minneapolis, MN",Teleport Communications America,Hennepin,Landline,6/13/00
(763) 657-,"Osseo, MN",Xo Minnesota,Hennepin,Landline,7/2/03
(763) 658-,"Montrose, MN",Windstream Lakedale,Wright,Landline,6/13/00
(763) 662-,"Princeton, MN",Sherburne County Rural Telephone Co.,Mille Lacs,Landline,6/13/00
(763) 666-,"Osseo, MN",Sprint Spectrum L.p.,Hennepin,Cell Number,10/28/09
(763) 670-,"Minneapolis, MN",Aerial Communications,Hennepin,Cell Number,3/20/01
(763) 675-,"Montrose, MN",Windstream Lakedale,Wright,Landline,6/13/00
(763) 682-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 684-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 688-,"Cambridge, MN",Qwest Corporation,Isanti,Landline,4/2/08
(763) 689-,"Cambridge, MN",Qwest Corporation,Isanti,Landline,6/13/00
(763) 691-,"Cambridge, MN",Qwest Corporation,Isanti,Landline,6/13/00
(763) 694-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 702-,"Minneapolis, MN",Sprint Spectrum L.p.,Hennepin,Cell Number,11/7/13
(763) 703-,"Minneapolis, MN",Aerial Communications,Hennepin,Cell Number,10/18/13
(763) 706-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 710-,"Minneapolis, MN",Onvoy,Hennepin,Landline,4/18/11
(763) 712-,"Anoka, MN",Qwest Corporation,Anoka,Landline,6/13/00
(763) 717-,"Minneapolis, MN",Qwest Corporation,Anoka,Landline,6/13/00
(763) 732-,"Golden Valley, MN",Qwest Corporation,Hennepin,Landline,3/3/01
(763) 742-,"Wayzata, MN",Aerial Communications,Hennepin,Landline,6/13/00
(763) 744-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/30/01
(763) 745-,"Wayzata, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 746-,"Minneapolis, MN",Integra Telecom Of Minnesota,Hennepin,Landline,6/13/00
(763) 753-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 754-,"Minneapolis, MN",Qwest Corporation,Anoka,Landline,6/13/00
(763) 755-,"Minneapolis, MN",Qwest Corporation,Anoka,Landline,6/13/00
(763) 757-,"Minneapolis, MN",Qwest Corporation,Anoka,Landline,6/13/00
(763) 762-,"Minneapolis, MN",Integra Telecom Of Minnesota,Hennepin,Landline,10/26/12
(763) 764-,"Golden Valley, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 765-,"Golden Valley, MN",Qwest Corporation,Hennepin,Landline,8/20/00
(763) 767-,"Minneapolis, MN",Qwest Corporation,Anoka,Landline,6/13/00
(763) 772-,"Minneapolis, MN",Qwest Corporation,Anoka,Landline,10/31/00
(763) 773-,"Osseo, MN",Wh Link,Hennepin,Landline,3/3/01
(763) 777-,"Minneapolis, MN",Peerless Network Of Minnesota,Hennepin,Landline,3/5/12
(763) 780-,"Minneapolis, MN",Qwest Corporation,Anoka,Landline,6/13/00
(763) 781-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 782-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 783-,"Minneapolis, MN",Qwest Corporation,Anoka,Landline,6/13/00
(763) 784-,"Minneapolis, MN",Qwest Corporation,Anoka,Landline,6/13/00
(763) 785-,"Minneapolis, MN",Qwest Corporation,Anoka,Landline,6/13/00
(763) 786-,"Minneapolis, MN",Qwest Corporation,Anoka,Landline,6/13/00
(763) 788-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 789-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 792-,"Minneapolis, MN",Qwest Corporation,Anoka,Landline,6/13/00
(763) 795-,"Minneapolis, MN",Qwest Corporation,Anoka,Landline,6/13/00
(763) 797-,"Golden Valley, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 800-,"Osseo, MN",Sprint Spectrum L.p.,Hennepin,Cell Number,10/28/09
(763) 807-,"Minneapolis, MN",Sprint Spectrum L.p.,Hennepin,Landline,6/13/00
(763) 843-,"Minneapolis, MN",Aerial Communications,Hennepin,Landline,6/13/00
(763) 847-,"Golden Valley, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 852-,"Minneapolis, MN",Brooks Fiber Communications,Hennepin,Landline,6/13/00
(763) 856-,"Zimmerman, MN",Sherburne County Rural Telephone Co.,Sherburne,Landline,6/13/00
(763) 862-,"Minneapolis, MN",Qwest Corporation,Anoka,Landline,6/13/00
(763) 878-,"Becker, MN",Bridge Water Telephone Co.,Sherburne,Landline,6/13/00
(763) 888-,"Delano, MN",Peerless Network Of Minnesota,Wright,Landline,5/23/12
(763) 892-,"Osseo, MN",Sprint Spectrum L.p.,Hennepin,Cell Number,10/29/09
(763) 898-,"Osseo, MN","Sprint Communications Company, L.p.",Hennepin,Landline,12/16/04
(763) 900-,"Osseo, MN",Sprint Spectrum L.p.,Hennepin,Cell Number,10/28/09
(763) 913-,"Minneapolis, MN",Mcimetro Access Transmission Services LLC,Hennepin,Landline,6/13/00
(763) 923-,"Plymouth, MN",Brooks Fiber Communications,Hennepin,Landline,8/20/00
(763) 951-,"Minneapolis, MN",Qwest Corporation,Hennepin,Landline,6/30/01
(763) 954-,"Golden Valley, MN",Qwest Corporation,Hennepin,Landline,6/13/00
(763) 955-,"Osseo, MN",Embarq Minnesota DBA Centurylink,Hennepin,Landline,4/30/07
