Prefix,Primary City,Company,County,Usage,Introduced
(215) 200-,"Philadelphia, PA",New Cingular Wireless PCS - DC,Philadelphia,Cell Number,8/18/04
(215) 202-,"Bensalem, PA",Verizon Pennsylvania,Bucks,Landline,2/4/94
(215) 203-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,2/4/94
(215) 204-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,2/4/94
(215) 205-,"Philadelphia, PA",Cellco Partnership DBA Verizon Wireless,Philadelphia,Cell Number,2/4/94
(215) 206-,"Fort Washington, PA",New Cingular Wireless PCS - DC,Montgomery,Cell Number,2/4/94
(215) 207-,"Philadelphia, PA",Sprint Spectrum L.p.,Philadelphia,Cell Number,3/29/05
(215) 208-,"Langhorne, PA",Cellco Partnership DBA Verizon Wireless,Bucks,Cell Number,1/10/96
(215) 209-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,2/4/94
(215) 212-,"Philadelphia, PA",Usa Mobility Wireless,Philadelphia,Cell Number,2/11/95
(215) 213-,"Philadelphia, PA",Usa Mobility Wireless,Philadelphia,Cell Number,2/4/94
(215) 214-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,2/4/94
(215) 216-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,5/8/01
(215) 217-,"Philadelphia, PA",Usa Mobility Wireless,Philadelphia,Cell Number,2/4/94
(215) 218-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,2/4/94
(215) 219-,"Philadelphia, PA",Cellco Partnership DBA Verizon Wireless,Philadelphia,Cell Number,1/10/96
(215) 220-,"Philadelphia, PA",Mci Worldcom Communications,Philadelphia,Landline,4/15/96
(215) 221-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,2/4/94
(215) 222-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,2/4/94
(215) 223-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,2/4/94
(215) 224-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,2/4/94
(215) 225-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,2/4/94
(215) 226-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,2/4/94
(215) 227-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,2/4/94
(215) 228-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,2/4/94
(215) 229-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,2/4/94
(215) 230-,"Doylestown, PA",Verizon Pennsylvania,Bucks,Landline,2/4/94
(215) 231-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,4/15/96
(215) 232-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,2/4/94
(215) 233-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,2/4/94
(215) 234-,"Green Lane, PA",Verizon Pennsylvania,Montgomery,Landline,2/4/94
(215) 235-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,2/4/94
(215) 236-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,2/4/94
(215) 237-,"Fort Washington, PA",Sprint Spectrum L.p.,Montgomery,Cell Number,10/1/02
(215) 238-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,2/4/94
(215) 239-,"Philadelphia, PA",Mci Worldcom Communications,Philadelphia,Landline,7/1/96
(215) 240-,"Philadelphia, PA",Level 3 Communications,Philadelphia,Landline,11/15/02
(215) 241-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,2/4/94
(215) 242-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,2/4/94
(215) 243-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,2/4/94
(215) 244-,"Bensalem, PA",Verizon Pennsylvania,Bucks,Landline,2/4/94
(215) 245-,"Bensalem, PA",Verizon Pennsylvania,Bucks,Landline,2/4/94
(215) 246-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,2/4/94
(215) 247-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,2/4/94
(215) 248-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,2/4/94
(215) 249-,"Dublin, PA",Verizon Pennsylvania,Bucks,Landline,2/4/94
(215) 250-,"Philadelphia, PA",Usa Mobility Wireless,Philadelphia,Cell Number,4/15/96
(215) 251-,"Philadelphia, PA",Sprint Spectrum L.p.,Philadelphia,Cell Number,12/23/11
(215) 252-,"Philadelphia, PA",Tcg New Jersey,Philadelphia,Landline,7/1/96
(215) 253-,"Philadelphia, PA",Level 3 Communications,Philadelphia,Landline,10/13/04
(215) 254-,"Philadelphia, PA",Tcg New Jersey,Philadelphia,Landline,7/1/96
(215) 255-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,1/10/96
(215) 256-,"Harleysville, PA",Verizon Pennsylvania,Montgomery,Landline,2/4/94
(215) 257-,"Perkasie, PA",Verizon Pennsylvania,Bucks,Landline,2/4/94
(215) 258-,"Perkasie, PA",Verizon Pennsylvania,Bucks,Landline,2/4/94
(215) 259-,"Hatboro, PA","Atx Telecommunications Services, Ltd",Montgomery,Landline,11/20/98
(215) 260-,"Fort Washington, PA",New Cingular Wireless PCS - DC,Montgomery,Cell Number,2/4/94
(215) 261-,"Philadelphia, PA",Rcn Telecom Service Of Pennsylvania,Philadelphia,Landline,1/10/96
(215) 262-,"Doylestown, PA",Cellco Partnership DBA Verizon Wireless,Bucks,Cell Number,1/10/96
(215) 264-,"Fort Washington, PA",New Cingular Wireless PCS - DC,Montgomery,Cell Number,1/10/96
(215) 265-,"Philadelphia, PA",Usa Mobility Wireless,Philadelphia,Cell Number,4/15/96
(215) 266-,"Philadelphia, PA",Cellco Partnership DBA Verizon Wireless,Philadelphia,Cell Number,1/10/96
(215) 268-,"Philadelphia, PA",Tcg New Jersey,Philadelphia,Landline,7/1/96
(215) 269-,"Fairless Hills, PA",Verizon Pennsylvania,Bucks,Landline,4/15/96
(215) 270-,"Philadelphia, PA",Usa Mobility Wireless,Philadelphia,Cell Number,8/14/98
(215) 271-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,2/4/94
(215) 272-,"Harleysville, PA",New Cingular Wireless PCS - DC,Montgomery,Cell Number,4/4/01
(215) 273-,"Philadelphia, PA",Tcg New Jersey,Philadelphia,Landline,10/15/96
(215) 274-,"Philadelphia, PA",Tcg New Jersey,Philadelphia,Landline,10/15/96
(215) 275-,"Philadelphia, PA",New Cingular Wireless PCS - DC,Philadelphia,Cell Number,11/20/98
(215) 276-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,2/4/94
(215) 277-,"Philadelphia, PA",Tcg New Jersey,Philadelphia,Landline,10/15/96
(215) 278-,"Philadelphia, PA",Broadvox-clec,Philadelphia,Landline,12/20/11
(215) 279-,"Philadelphia, PA",New Cingular Wireless PCS - DC,Philadelphia,Cell Number,3/21/05
(215) 280-,"Philadelphia, PA",Cellco Partnership DBA Verizon Wireless,Philadelphia,Cell Number,2/4/94
(215) 281-,"Philadelphia, PA",Verizon Pennsylvania,Philadelphia,Landline,2/4/94
(215) 282-,"Philadelphia, PA",Mci Worldcom Communications,Philadelphia,Landline,4/15/96
(215) 283-,"Ambler, PA",Verizon Pennsylvania,Montgomery,Landline,2/4/94
(215) 284-,"Philadelphia, PA",Cellco Partnership DBA Verizon Wireless,Philadelphia,Cell Number,1/11/97
(215) 285-,"Fort Washington, PA",New Cingular Wireless PCS - DC,Montgomery,Cell Number,1/10/96
