Prefix,Primary City,Company,County,Usage,Introduced
(717) 233-,"Harrisburg, PA",Verizon Pennsylvania,Dauphin,Landline,2/4/94
(717) 234-,"Harrisburg, PA",Verizon Pennsylvania,Dauphin,Landline,2/4/94
(717) 235-,"Glen Rock, PA",Verizon North Inc.-pa,York,Landline,2/4/94
(717) 236-,"Harrisburg, PA",Verizon Pennsylvania,Dauphin,Landline,2/4/94
(717) 237-,"Harrisburg, PA",Verizon Pennsylvania,Dauphin,Landline,2/4/94
(717) 238-,"Harrisburg, PA",Verizon Pennsylvania,Dauphin,Landline,2/4/94
(717) 239-,"Lancaster, PA",Verizon Pennsylvania,Lancaster,Landline,1/25/98
(717) 240-,"Carlisle, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Cumberland,Landline,2/4/94
(717) 241-,"Carlisle, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Cumberland,Landline,2/11/95
(717) 242-,"Lewistown, PA",Verizon Pennsylvania,Mifflin,Landline,2/4/94
(717) 243-,"Carlisle, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Cumberland,Landline,2/4/94
(717) 244-,"Red Lion, PA",Verizon North Inc.-pa,York,Landline,2/4/94
(717) 245-,"Carlisle, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Cumberland,Landline,2/4/94
(717) 246-,"Red Lion, PA",Verizon North Inc.-pa,York,Landline,2/4/94
(717) 247-,"Lewistown, PA",Verizon Pennsylvania,Mifflin,Landline,2/4/94
(717) 248-,"Lewistown, PA",Verizon Pennsylvania,Mifflin,Landline,2/4/94
(717) 249-,"Carlisle, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Cumberland,Landline,2/4/94
(717) 250-,"Lewistown, PA",Cellco Partnership DBA Verizon Wireless,Mifflin,Cell Number,2/4/94
(717) 252-,"Wrightsville, PA",Verizon North Inc.-pa,York,Landline,2/4/94
(717) 253-,"Gettysburg, PA",New Cingular Wireless PCS - DC,Adams,Cell Number,2/16/01
(717) 254-,"Carlisle, PA",Adelphia Business Solutions Of Harrisburg,Cumberland,Landline,2/4/94
(717) 255-,"Harrisburg, PA",Verizon Pennsylvania,Dauphin,Landline,2/4/94
(717) 256-,"Hummelstown, PA",Choice One Communications,Dauphin,Landline,1/14/00
(717) 257-,"Harrisburg, PA",Verizon Pennsylvania,Dauphin,Landline,2/4/94
(717) 258-,"Carlisle, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Cumberland,Landline,2/4/94
(717) 259-,"East Berlin, PA",Verizon North Inc.-pa,Adams,Landline,2/4/94
(717) 260-,"Harrisburg, PA",Verizon Pennsylvania,Dauphin,Landline,1/10/96
(717) 261-,"Chambersburg, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Franklin,Landline,2/4/94
(717) 262-,"Chambersburg, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Franklin,Landline,9/11/94
(717) 263-,"Chambersburg, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Franklin,Landline,2/4/94
(717) 264-,"Chambersburg, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Franklin,Landline,2/4/94
(717) 265-,"Harrisburg, PA",Xo Communications Services Inc,Dauphin,Landline,3/3/01
(717) 266-,"Manchester, PA",Verizon North Inc.-pa,York,Landline,2/4/94
(717) 267-,"Chambersburg, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Franklin,Landline,2/4/94
(717) 268-,"Manchester, PA",Verizon North Inc.-pa,York,Landline,2/4/94
(717) 269-,"Lebanon, PA",New Cingular Wireless PCS - DC,Lebanon,Cell Number,2/4/94
(717) 270-,"Lebanon, PA",Verizon Pennsylvania,Lebanon,Landline,2/4/94
(717) 271-,"Ephrata, PA",Sprint Spectrum L.p.,Lancaster,Cell Number,10/31/00
(717) 272-,"Lebanon, PA",Verizon Pennsylvania,Lebanon,Landline,2/4/94
(717) 273-,"Lebanon, PA",Verizon Pennsylvania,Lebanon,Landline,2/4/94
(717) 274-,"Lebanon, PA",Verizon Pennsylvania,Lebanon,Landline,2/4/94
(717) 275-,"Chambersburg, PA",Adelphia Business Solutions Of Harrisburg,Franklin,Landline,10/14/02
(717) 277-,"Lebanon, PA",Verizon Pennsylvania,Lebanon,Landline,2/4/94
(717) 278-,"Lancaster, PA",Sprint Spectrum L.p.,Lancaster,Cell Number,3/3/01
(717) 279-,"Lebanon, PA",Verizon Pennsylvania,Lebanon,Landline,1/10/96
(717) 280-,"Lancaster, PA",Usa Mobility Wireless,Lancaster,Cell Number,2/4/94
(717) 281-,"Honey Grove, PA",Core Communications,Juniata,Landline,3/17/09
(717) 282-,"Port Royal, PA",Core Communications,Juniata,Landline,3/18/09
(717) 283-,"Lancaster, PA",Choice One Communications,Lancaster,Landline,1/14/00
(717) 284-,"Rawlinsville, PA",Commonwealth Telephone Company,Lancaster,Landline,2/4/94
(717) 285-,"Mountville, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Lancaster,Landline,2/4/94
(717) 286-,"Lancaster, PA","Atx Telecommunications Services, Ltd",Lancaster,Landline,3/3/01
(717) 287-,"Elizabethtown, PA",Windstream D & E Systems,Lancaster,Landline,6/16/11
(717) 288-,"Strasburg, PA","Atx Telecommunications Services, Ltd",Lancaster,Landline,3/3/01
(717) 289-,"Lancaster, PA",Verizon Pennsylvania,Lancaster,Cell Number,6/13/00
(717) 290-,"Lancaster, PA",Verizon Pennsylvania,Lancaster,Landline,9/11/94
(717) 291-,"Lancaster, PA",Verizon Pennsylvania,Lancaster,Landline,2/4/94
(717) 292-,"Dover, PA",Verizon North Inc.-pa,York,Landline,2/4/94
(717) 293-,"Lancaster, PA",Verizon Pennsylvania,Lancaster,Landline,2/4/94
(717) 294-,"Warfordsburg, PA",Frontier Communications Of Breezewood,Fulton,Landline,2/4/94
(717) 295-,"Lancaster, PA",Verizon Pennsylvania,Lancaster,Landline,2/4/94
(717) 296-,"Blue Ridge Summit, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Franklin,Landline,6/27/01
(717) 298-,"Hershey, PA",Windstream D & E Systems,Dauphin,Landline,5/4/01
(717) 299-,"Lancaster, PA",Verizon Pennsylvania,Lancaster,Landline,2/4/94
(717) 300-,"Shippensburg, PA",Adelphia Business Solutions Of Harrisburg,Cumberland,Landline,10/14/02
(717) 301-,"Newburg, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Cumberland,Landline,7/6/01
(717) 302-,"Camp Hill, PA",Verizon Pennsylvania,Cumberland,Landline,6/13/00
(717) 303-,"Camp Hill, PA",Verizon Pennsylvania,Cumberland,Landline,10/15/96
(717) 304-,"Lebanon, PA",Cellco Partnership DBA Verizon Wireless,Lebanon,Cell Number,2/27/99
(717) 305-,"Lancaster, PA",Verizon Pennsylvania,Lancaster,Landline,4/1/97
(717) 306-,"Lebanon, PA",Verizon Pennsylvania,Lebanon,Landline,7/6/97
(717) 307-,"Harrisburg, PA",Sprint Spectrum L.p.,Dauphin,Cell Number,6/25/05
(717) 308-,"Dover, PA",Verizon North Inc.-pa,York,Landline,10/11/97
(717) 309-,"York, PA",New Cingular Wireless PCS - DC,York,Cell Number,1/25/98
(717) 310-,"Harrisburg, PA",Schuylkill Mobile Fone,Dauphin,Cell Number,10/15/96
(717) 312-,"Hershey, PA",Verizon North Inc.-pa (contel),Dauphin,Landline,11/20/98
(717) 313-,"York, PA",Telcove Of York,York,Landline,2/4/04
(717) 314-,"Lancaster, PA",New Cingular Wireless PCS - DC,Lancaster,Cell Number,7/6/97
(717) 315-,"Harrisburg, PA",Sprint Spectrum L.p.- Pa,Dauphin,Landline,3/3/01
(717) 316-,"Hanover, PA",Sprint Spectrum L.p.- Pa,York,Cell Number,7/23/12
(717) 317-,"Harrisburg, PA",Cellco Partnership DBA Verizon Wireless,Dauphin,Cell Number,12/20/12
(717) 318-,"York, PA",D&e/omnipoint Wirel Joint Vent Lp DBA PCS One,York,Cell Number,6/13/01
(717) 319-,"Harrisburg, PA",New Cingular Wireless PCS - DC,Dauphin,Cell Number,7/1/96
(717) 320-,"Landisville, PA",Adelphia Business Solutions Of Harrisburg,Lancaster,Landline,10/14/02
(717) 321-,"Gettysburg, PA",Windstream D & E Systems,Adams,Landline,10/31/00
(717) 322-,"Airville, PA",Telcove Of York,York,Landline,1/14/00
(717) 323-,"Mt Holly Spgs, PA",Adelphia Business Solutions Of Harrisburg,Cumberland,Landline,10/14/02
(717) 324-,"York, PA",Sprint Spectrum L.p.- Pa,York,Cell Number,3/3/01
(717) 325-,"Mc Connellsburg, PA",Adelphia Business Solutions Of Harrisburg,Fulton,Landline,10/14/02
(717) 326-,"York, PA",Telcove Of York,York,Landline,2/25/04
(717) 327-,"Lancaster, PA",New Cingular Wireless PCS - DC,Lancaster,Cell Number,9/8/08
(717) 328-,"Mercersburg, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Franklin,Landline,2/4/94
(717) 329-,"Harrisburg, PA",New Cingular Wireless PCS - DC,Dauphin,Cell Number,7/4/95
(717) 330-,"Lancaster, PA",D&e/omnipoint Wirel Joint Vent Lp DBA PCS One,Lancaster,Cell Number,1/14/00
(717) 331-,"Chambersburg, PA",New Cingular Wireless PCS - DC,Franklin,Cell Number,2/19/09
(717) 332-,"York, PA",D&e/omnipoint Wirel Joint Vent Lp DBA PCS One,York,Cell Number,5/18/98
(717) 333-,"Lancaster, PA",D&e/omnipoint Wirel Joint Vent Lp DBA PCS One,Lancaster,Cell Number,8/20/01
(717) 334-,"Gettysburg, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Adams,Landline,2/4/94
(717) 335-,"Denver, PA",Windstream D&e,Lancaster,Landline,2/4/94
(717) 336-,"Denver, PA",Windstream D&e,Lancaster,Landline,2/4/94
(717) 337-,"Gettysburg, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Adams,Landline,2/4/94
(717) 338-,"Gettysburg, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Adams,Landline,2/4/94
(717) 339-,"Gettysburg, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Adams,Landline,5/31/01
(717) 340-,"Millersville, PA",Adelphia Business Solutions Of Harrisburg,Lancaster,Landline,9/11/94
(717) 341-,"Lancaster, PA",D&e/omnipoint Wirel Joint Vent Lp DBA PCS One,Lancaster,Cell Number,6/18/01
(717) 342-,"Columbia, PA",Sprint Spectrum L.p.,Lancaster,Cell Number,10/31/00
(717) 343-,"Harrisburg, PA",D&e/omnipoint Wirel Joint Vent Lp DBA PCS One,Dauphin,Cell Number,7/11/01
(717) 344-,"Lancaster, PA",New Cingular Wireless PCS - DC,Lancaster,Cell Number,3/10/10
(717) 345-,"Littlestown, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Adams,Landline,6/27/01
(717) 346-,"Harrisburg, PA",Adelphia Business Solutions Of Harrisburg,Dauphin,Landline,1/31/01
(717) 347-,"Glenville, PA",Telcove Of York,York,Landline,2/4/94
(717) 348-,"Lewistown, PA",New Cingular Wireless PCS - DC,Mifflin,Cell Number,3/3/01
(717) 349-,"Dry Run, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Franklin,Landline,2/4/94
(717) 350-,"Harrisburg, PA",New Cingular Wireless PCS - DC,Dauphin,Cell Number,10/11/01
(717) 351-,"New Holland, PA",Frontier Communications Of Pennsylvania,Lancaster,Landline,7/1/96
(717) 352-,"Fayetteville, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Franklin,Landline,2/4/94
(717) 353-,"New Oxford, PA",Cellco Partnership DBA Verizon Wireless,Adams,Cell Number,9/4/13
(717) 354-,"New Holland, PA",Frontier Communications Of Pennsylvania,Lancaster,Landline,2/4/94
(717) 355-,"New Holland, PA",Frontier Communications Of Pennsylvania,Lancaster,Landline,2/4/94
(717) 357-,"Biglerville, PA",Cellco Partnership DBA Verizon Wireless,Adams,Cell Number,7/7/03
(717) 358-,"Lancaster, PA",Ctsi,Lancaster,Landline,1/14/00
(717) 359-,"Littlestown, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Adams,Landline,2/4/94
(717) 360-,"Chambersburg, PA",Cellco Partnership DBA Verizon Wireless,Franklin,Cell Number,1/10/96
(717) 361-,"Elizabethtown, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Lancaster,Landline,2/4/94
(717) 362-,"Elizabethville, PA",Commonwealth Telephone Company,Dauphin,Landline,2/4/94
(717) 363-,"Lewistown, PA",Sprint Spectrum L.p.- Pa,Mifflin,Cell Number,6/4/01
(717) 364-,"Harrisburg, PA","Atx Telecommunications Services, Ltd",Dauphin,Landline,6/30/01
(717) 365-,"Gratz, PA",Commonwealth Telephone Company,Dauphin,Landline,2/4/94
(717) 366-,"Elizabethtown, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Lancaster,Landline,8/4/09
(717) 367-,"Elizabethtown, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Lancaster,Landline,2/4/94
(717) 368-,"Lancaster, PA",Cellco Partnership DBA Verizon Wireless,Lancaster,Cell Number,10/26/01
(717) 369-,"St Thomas, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Franklin,Landline,2/4/94
(717) 370-,"Harrisburg, PA",Ctsi,Dauphin,Landline,2/11/02
(717) 371-,"Lancaster, PA",New Cingular Wireless PCS - DC,Lancaster,Cell Number,1/10/96
(717) 372-,"Chambersburg, PA",New Cingular Wireless PCS - DC,Franklin,Cell Number,3/3/01
(717) 373-,"Brogue, PA",Telcove Of York,York,Landline,1/14/00
(717) 374-,"Harrisburg, PA",Telcove Of Pennsylvania,Dauphin,Landline,6/12/09
(717) 375-,"Chambersburg, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Franklin,Landline,2/4/94
(717) 376-,"Lebanon, PA",Ctsi,Lebanon,Landline,1/3/02
(717) 377-,"Chambersburg, PA",Cellco Partnership DBA Verizon Wireless,Franklin,Cell Number,11/20/98
(717) 378-,"Red Lion, PA",Telcove Of York,York,Landline,2/4/94
(717) 379-,"Harrisburg, PA",D&e/omnipoint Wirel Joint Vent Lp DBA PCS One,Dauphin,Cell Number,2/4/94
(717) 380-,"Lancaster, PA",Sprint Spectrum L.p.,Lancaster,Cell Number,10/31/00
(717) 381-,"Lancaster, PA",New Cingular Wireless PCS - DC,Lancaster,Landline,3/3/01
(717) 382-,"Fawn Grove, PA",Verizon North Inc.-pa,York,Landline,2/4/94
(717) 383-,"Lebanon, PA",D&e/omnipoint Wirel Joint Vent Lp DBA PCS One,Lebanon,Cell Number,3/27/02
(717) 384-,"Manchester, PA",Telcove Of York,York,Landline,2/4/94
(717) 385-,"Carlisle, PA",New Cingular Wireless PCS - DC,Cumberland,Cell Number,8/20/00
(717) 386-,"Carlisle, PA",Sprint Spectrum L.p.- Pa,Cumberland,Cell Number,10/31/00
(717) 387-,"Waynesboro, PA",Cellco Partnership DBA Verizon Wireless,Franklin,Landline,3/7/02
(717) 388-,"Middletown, PA",AT&T Local,Dauphin,Landline,9/24/02
(717) 389-,"Lebanon, PA",Choice One Communications,Lebanon,Landline,1/14/00
(717) 390-,"Lancaster, PA",Verizon Pennsylvania,Lancaster,Landline,2/4/94
(717) 391-,"Lancaster, PA",Verizon Pennsylvania,Lancaster,Landline,7/4/95
(717) 392-,"Lancaster, PA",Verizon Pennsylvania,Lancaster,Landline,2/4/94
(717) 393-,"Lancaster, PA",Verizon Pennsylvania,Lancaster,Landline,2/4/94
(717) 394-,"Lancaster, PA",Verizon Pennsylvania,Lancaster,Landline,2/4/94
(717) 395-,"Harrisburg, PA",Mci Worldcom Communications,Dauphin,Landline,3/23/04
(717) 396-,"Lancaster, PA",Verizon Pennsylvania,Lancaster,Landline,2/4/94
(717) 397-,"Lancaster, PA",Verizon Pennsylvania,Lancaster,Landline,2/4/94
(717) 398-,"Gettysburg, PA",Sprint Spectrum L.p.- Pa,Adams,Cell Number,1/18/02
(717) 399-,"Lancaster, PA",Verizon Pennsylvania,Lancaster,Landline,2/4/94
(717) 400-,"Lancaster, PA",Core Communications,Lancaster,Cell Number,3/18/09
(717) 401-,"Fayetteville, PA",Adelphia Business Solutions Of Harrisburg,Franklin,Landline,10/15/02
(717) 402-,"Belleville, PA",Core Communications,Mifflin,Landline,3/16/09
(717) 403-,"Allensville, PA",Core Communications,Huntingdon,Landline,3/16/09
(717) 404-,"Chambersburg, PA",Sprint Spectrum L.p.- Pa,Franklin,Cell Number,10/11/97
(717) 405-,"Lancaster, PA",New Cingular Wireless PCS - DC,Lancaster,Cell Number,7/1/05
(717) 406-,"Lancaster, PA",Sprint Spectrum L.p.,Lancaster,Cell Number,10/16/06
(717) 407-,"Gap, PA",Comcast Phone Of Pennsylvania,Lancaster,Landline,12/28/06
(717) 408-,"Fairfield, PA",Core Communications,Adams,Landline,3/17/09
(717) 409-,"Harrisburg, PA",Local Access LLC,Dauphin,Landline,12/16/13
(717) 410-,"Harrisburg, PA",Usa Mobility Wireless,Dauphin,Cell Number,2/27/99
(717) 412-,"Harrisburg, PA",AT&T Local,Dauphin,Landline,11/20/98
(717) 413-,"Lancaster, PA",Cellco Partnership DBA Verizon Wireless,Lancaster,Cell Number,10/15/96
(717) 414-,"Chambersburg, PA",Sprint Spectrum L.p.- Pa,Franklin,Cell Number,9/21/07
(717) 416-,"York Springs, PA",Comcast Phone Of Pennsylvania,Adams,Landline,7/25/07
(717) 417-,"Red Lion, PA",Verizon North Inc.-pa,York,Landline,11/20/98
(717) 418-,"Harrisburg, PA",Cellco Partnership DBA Verizon Wireless,Dauphin,Cell Number,10/11/97
(717) 419-,"Lancaster, PA",New Cingular Wireless PCS - DC,Lancaster,Cell Number,1/10/06
(717) 420-,"Gettysburg, PA",D&e/omnipoint Wirel Joint Vent Lp DBA PCS One,Adams,Cell Number,1/14/00
(717) 421-,"Harrisburg, PA",Sprint Spectrum L.p.- Pa,Dauphin,Cell Number,10/31/00
(717) 422-,"Carlisle, PA",New Cingular Wireless PCS - DC,Cumberland,Landline,6/27/01
(717) 423-,"Newburg, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Cumberland,Landline,2/4/94
(717) 424-,"York, PA",D&e/omnipoint Wirel Joint Vent Lp DBA PCS One,York,Cell Number,6/13/00
(717) 425-,"Harrisburg, PA",Sprint Spectrum L.p.- Pa,Dauphin,Cell Number,2/20/07
(717) 426-,"Marietta, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Lancaster,Landline,2/4/94
(717) 427-,"Lancaster, PA",Xo Communications Services Inc,Lancaster,Landline,5/2/04
(717) 428-,"York, PA",Verizon North Inc.-pa,York,Landline,2/4/94
(717) 429-,"Delta, PA",Telcove Of York,York,Landline,1/14/00
(717) 430-,"York, PA",Cellco Partnership DBA Verizon Wireless,York,Cell Number,8/31/12
(717) 431-,"Lancaster, PA",Xo Communications Services Inc,Lancaster,Landline,10/15/96
(717) 432-,"Dillsburg, PA",Verizon North Inc.-pa,York,Landline,2/4/94
(717) 433-,"Harrisburg, PA",AT&T Local,Dauphin,Landline,6/13/00
(717) 434-,"York, PA",Sprint Spectrum L.p.- Pa,York,Cell Number,11/30/05
(717) 435-,"Lancaster, PA",Adelphia Business Solutions Of Harrisburg,Lancaster,Landline,7/9/07
(717) 436-,"Mifflintown, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Juniata,Landline,2/4/94
(717) 437-,"Lewistown, PA",Cellco Partnership DBA Verizon Wireless,Mifflin,Landline,10/25/02
(717) 438-,"Ickesburg, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Perry,Landline,2/4/94
(717) 439-,"Harrisburg, PA",New Cingular Wireless PCS - DC,Dauphin,Cell Number,9/11/94
(717) 440-,"Carlisle, PA",New Cingular Wireless PCS - DC,Cumberland,Cell Number,1/18/02
(717) 441-,"Harrisburg, PA",Xo Communications Services Inc,Dauphin,Landline,10/15/96
(717) 442-,"Gap, PA",Commonwealth Telephone Company,Lancaster,Landline,2/4/94
(717) 443-,"Harrisburg, PA",Sprint Spectrum L.p.- Pa,Dauphin,Cell Number,12/14/01
(717) 444-,"Liverpool, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Juniata,Landline,2/4/94
(717) 445-,"Terre Hill, PA",Frontier Communications Of Pennsylvania,Lancaster,Landline,9/11/94
(717) 446-,"Chambersburg, PA","Virginia PCS Alliance, L.c.",Franklin,Landline,9/18/07
(717) 447-,"Lewistown, PA",Choice One Communications,Mifflin,Landline,1/14/00
(717) 448-,"Shellsville, PA",Cellco Partnership DBA Verizon Wireless,Dauphin,Cell Number,7/18/02
(717) 449-,"Columbia, PA",Cellco Partnership DBA Verizon Wireless,Lancaster,Cell Number,7/18/02
(717) 450-,"Lebanon, PA",Adelphia Business Solutions Of Harrisburg,Lebanon,Landline,2/4/94
(717) 451-,"Mc Sherrystown, PA",New Cingular Wireless PCS - DC,Adams,Cell Number,10/31/00
(717) 452-,"Mercersburg, PA",Core Communications,Franklin,Landline,3/18/09
(717) 453-,"Lykens, PA",Commonwealth Telephone Company,Dauphin,Landline,2/4/94
(717) 454-,"Lebanon, PA",Comcast Phone Of Pennsylvania,Lebanon,Landline,2/5/08
(717) 455-,"Strasburg, PA",Adelphia Business Solutions Of Harrisburg,Lancaster,Landline,2/4/94
(717) 456-,"Delta, PA",Verizon North Inc.-pa,York,Landline,2/4/94
(717) 457-,"Fairfield, PA",Comcast Phone Of Pennsylvania,Adams,Landline,11/8/07
(717) 458-,"Mechanicsburg, PA",Choice One Communications,Cumberland,Landline,1/14/00
(717) 459-,"Landisville, PA","Atx Telecommunications Services, Ltd",Lancaster,Landline,3/3/01
(717) 460-,"Harrisburg, PA",Verizon Pennsylvania,Dauphin,Landline,4/27/05
(717) 461-,"Harrisburg, PA",Ctsi,Dauphin,Landline,9/21/09
(717) 462-,"Carlisle, PA",Cellco Partnership DBA Verizon Wireless,Cumberland,Cell Number,6/14/10
(717) 463-,"Mc Alisterville, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Juniata,Landline,2/4/94
(717) 464-,"Lancaster, PA",Verizon Pennsylvania,Lancaster,Landline,2/4/94
(717) 465-,"Mc Sherrystown, PA",Sprint Spectrum L.p.- Pa,Adams,Cell Number,6/13/00
(717) 466-,"Ephrata, PA",D&e/omnipoint Wirel Joint Vent Lp DBA PCS One,Lancaster,Cell Number,8/11/08
(717) 467-,"Dover, PA",Telcove Of York,York,Landline,2/4/94
(717) 468-,"Lancaster, PA",New Cingular Wireless PCS - DC,Lancaster,Cell Number,2/11/95
(717) 469-,"Shellsville, PA",Verizon North Inc.-pa,Dauphin,Landline,2/4/94
(717) 471-,"Lancaster, PA",Cellco Partnership DBA Verizon Wireless,Lancaster,Cell Number,1/10/96
(717) 472-,"York, PA",Cellco Partnership DBA Verizon Wireless,York,Cell Number,8/17/12
(717) 473-,"Palmyra, PA",Adelphia Business Solutions Of Harrisburg,Lebanon,Landline,2/4/94
(717) 474-,"Harrisburg, PA",Xo Communications Services Inc,Dauphin,Landline,2/4/94
(717) 475-,"Lancaster, PA",New Cingular Wireless PCS - DC,Lancaster,Cell Number,10/11/97
(717) 476-,"New Oxford, PA",Cellco Partnership DBA Verizon Wireless,Adams,Cell Number,6/25/02
(717) 477-,"Shippensburg, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Cumberland,Landline,2/4/94
(717) 478-,"Wrightsville, PA",Telcove Of York,York,Landline,2/4/94
(717) 479-,"New Oxford, PA",Level 3 Communications,Adams,Landline,7/9/02
(717) 480-,"Harrisburg, PA",Cellco Partnership DBA Verizon Wireless,Dauphin,Cell Number,10/18/07
(717) 481-,"Lancaster, PA",Verizon Pennsylvania,Lancaster,Landline,10/15/96
(717) 482-,"Hummelstown, PA",Adelphia Business Solutions Of Harrisburg,Dauphin,Landline,2/4/94
(717) 483-,"Allensville, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Huntingdon,Landline,2/4/94
(717) 484-,"Reinholds, PA",Windstream D&e,Lancaster,Landline,2/4/94
(717) 485-,"Mc Connellsburg, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Fulton,Landline,2/4/94
(717) 486-,"Mt Holly Spgs, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Cumberland,Landline,2/4/94
(717) 487-,"York, PA",New Cingular Wireless PCS - DC,York,Cell Number,1/10/96
(717) 488-,"Terre Hill, PA",Comcast Phone Of Pennsylvania,Lancaster,Landline,10/15/08
(717) 489-,"Hershey, PA",Adelphia Business Solutions Of Harrisburg,Dauphin,Landline,2/4/94
(717) 490-,"Lancaster, PA",New Cingular Wireless PCS - DC,Lancaster,Cell Number,1/10/06
(717) 491-,"Chambersburg, PA",Adelphia Business Solutions Of Harrisburg,Franklin,Landline,2/4/94
(717) 492-,"Mount Joy, PA",United Tel Co. Of Pennsylvania DBA Centurylink,Lancaster,Landline,2/4/94
(717) 493-,"Dry Run, PA",Core Communications,Franklin,Landline,3/17/09
